ปี,เดือน,วัน,Country,Major Group,Menu Item Name,Sales Count
2024,ธันวาคม,21,Thailand,Food,Seafood PZ,1
2024,ธันวาคม,21,Thailand,Food,Seafoods Pasta,2
2024,ธันวาคม,21,Thailand,Food,Serrano and Arugula PZ,2
2024,ธันวาคม,21,Thailand,Food,Set Menu 950,43
2024,ธันวาคม,21,Thailand,Food,Spiced Seafood Salad,3
2024,ธันวาคม,21,Thailand,Food,Spicy Tuna Roll,3
2024,ธันวาคม,21,Thailand,Food,Spring Roll,5
2024,ธันวาคม,21,Thailand,Food,Strawberry IC,4
2024,ธันวาคม,21,Thailand,Food,Sweet Potato Fries,2
2024,ธันวาคม,21,Thailand,Food,Thai Board,1
2024,ธันวาคม,21,Thailand,Food,Truffle Fries,1
2024,ธันวาคม,21,Thailand,Food,Truffle Mac N Cheese,3
2024,ธันวาคม,21,Thailand,Food,Vanilla IC,1
2024,ธันวาคม,21,Thailand,Gift Shop,Tulum Shirt,2
2024,ธันวาคม,21,Thailand,Misc,rent towel,1
2024,ธันวาคม,21,Thailand,Non Alc Bev,Acqua Panna,2
2024,ธันวาคม,21,Thailand,Non Alc Bev,Cappuccino,5
2024,ธันวาคม,21,Thailand,Non Alc Bev,Coconut J,31
2024,ธันวาคม,21,Thailand,Non Alc Bev,Coke,12
2024,ธันวาคม,21,Thailand,Non Alc Bev,Coke Zero,12
2024,ธันวาคม,21,Thailand,Non Alc Bev,Espresso,2
2024,ธันวาคม,21,Thailand,Non Alc Bev,Fanta Orange,6
2024,ธันวาคม,21,Thailand,Non Alc Bev,Ginger Ale,1
2024,ธันวาคม,21,Thailand,Non Alc Bev,Honey Lemon Soda,3
2024,ธันวาคม,21,Thailand,Non Alc Bev,Ice Cappucino,5
2024,ธันวาคม,21,Thailand,Non Alc Bev,Ice Latte,1
2024,ธันวาคม,21,Thailand,Non Alc Bev,Ice Mocha,1
2024,ธันวาคม,21,Thailand,Non Alc Bev,Lime  J,1
2024,ธันวาคม,21,Thailand,Non Alc Bev,Mango J,4
2024,ธันวาคม,21,Thailand,Non Alc Bev,Mango Shake,3
2024,ธันวาคม,21,Thailand,Non Alc Bev,Matcha,1
2024,ธันวาคม,21,Thailand,Non Alc Bev,Orange  J,7
2024,ธันวาคม,21,Thailand,Non Alc Bev,Peppermint,2
2024,ธันวาคม,21,Thailand,Non Alc Bev,Pineapple J,10
2024,ธันวาคม,21,Thailand,Non Alc Bev,Red Bull,1
2024,ธันวาคม,21,Thailand,Non Alc Bev,San Pelli Lg.,2
2024,ธันวาคม,21,Thailand,Non Alc Bev,San Pelli Sm.,6
2024,ธันวาคม,21,Thailand,Non Alc Bev,Singha Water,47
2024,ธันวาคม,21,Thailand,Non Alc Bev,Soda,5
2024,ธันวาคม,21,Thailand,Non Alc Bev,Sprite,8
2024,ธันวาคม,21,Thailand,Non Alc Bev,Thai Tea,2
2024,ธันวาคม,21,Thailand,Non Alc Bev,Tonic,10
2024,ธันวาคม,21,Thailand,Non Alc Bev,Virgin Maitai,1
2024,ธันวาคม,21,Thailand,Non Alc Bev,Virgin Mojito,3
2024,ธันวาคม,21,Thailand,Non Alc Bev,Virgin Pina,2
2024,ธันวาคม,21,Thailand,Non Alc Bev,Watermelon J,24
2024,ธันวาคม,21,Thailand,Spirit,Absolut Gls,5
2024,ธันวาคม,21,Thailand,Spirit,Aloha sunset tiki,4
2024,ธันวาคม,21,Thailand,Spirit,Aperol Spritz,6
2024,ธันวาคม,21,Thailand,Spirit,Bellini,1
2024,ธันวาคม,21,Thailand,Spirit,Belvedere Gls,9
2024,ธันวาคม,21,Thailand,Spirit,Belvedere Mule,1
2024,ธันวาคม,21,Thailand,Spirit,Blue Hawaii,4
2024,ธันวาคม,21,Thailand,Spirit,Bombay Sapphire Gls,4
2024,ธันวาคม,21,Thailand,Spirit,Classic Mimosa,1
2024,ธันวาคม,21,Thailand,Spirit,Espresso Martini,1
2024,ธันวาคม,21,Thailand,Spirit,Fresh Flora Adora,1
2024,ธันวาคม,21,Thailand,Spirit,Golden Tiki Glow,2
2024,ธันวาคม,21,Thailand,Spirit,Grey Goose Ori. Gls,1
2024,ธันวาคม,21,Thailand,Spirit,Hendrick's Gls,4
2024,ธันวาคม,21,Thailand,Spirit,Irish coffee,1
2024,ธันวาคม,21,Thailand,Spirit,Jack Daniel's Gls,7
2024,ธันวาคม,21,Thailand,Spirit,Jager boom,8
2024,ธันวาคม,21,Thailand,Spirit,Long Island Ice Tea,5
2024,ธันวาคม,21,Thailand,Spirit,Maitai,2
2024,ธันวาคม,21,Thailand,Spirit,Margarita,10
2024,ธันวาคม,21,Thailand,Spirit,Mojito,13
2024,ธันวาคม,21,Thailand,Spirit,Moscow Mule,1
2024,ธันวาคม,21,Thailand,Spirit,Negroni,2
2024,ธันวาคม,21,Thailand,Spirit,Old Fashioned,4
2024,ธันวาคม,21,Thailand,Spirit,Pina Colada,14
2024,ธันวาคม,21,Thailand,Spirit,Red Sangria,1
2024,ธันวาคม,21,Thailand,Spirit,Rose Sangria Jug,1
2024,ธันวาคม,21,Thailand,Spirit,Strawberry Daiquiri,8
2024,ธันวาคม,21,Thailand,Spirit,Tanqueray Gls,3
2024,ธันวาคม,21,Thailand,Spirit,Tiki Torch,2
2024,ธันวาคม,21,Thailand,Spirit,White Sangria,2
2024,ธันวาคม,21,Thailand,Spirit,White Sangria Pitcher,1
2024,ธันวาคม,21,Thailand,Tips,TIP,4
2024,ธันวาคม,21,Thailand,Wine,Corte Vigna Pino Btl,1
2024,ธันวาคม,21,Thailand,Wine,Domaine Ott by GL.,2
2024,ธันวาคม,21,Thailand,Wine,Immortale Blanc GL.,1
2024,ธันวาคม,21,Thailand,Wine,Main Divide Pinot Gls,4
2024,ธันวาคม,21,Thailand,Wine,Marcello Del Majno Btl,1
2024,ธันวาคม,21,Thailand,Wine,Marcello Del Majno Gls,4
2024,ธันวาคม,21,Thailand,Wine,Montgras Char Gls,2
2024,ธันวาคม,22,Thailand,Beer,Chang Beer BT.,74
2024,ธันวาคม,22,Thailand,Beer,Heineken 0.0%,3
2024,ธันวาคม,22,Thailand,Beer,Heineken Beer BT.,5
2024,ธันวาคม,22,Thailand,Beer,San Miguel Light,3
2024,ธันวาคม,22,Thailand,Beer,Say Play Gls,1
2024,ธันวาคม,22,Thailand,Beer,Say Play Jug,2
2024,ธันวาคม,22,Thailand,Beer,Singha Beer BT.,3
2024,ธันวาคม,22,Thailand,Condiment,1 glass no sugar,2
2024,ธันวาคม,22,Thailand,Condiment,1g,1
2024,ธันวาคม,22,Thailand,Condiment,2 g,1
2024,ธันวาคม,22,Thailand,Condiment,2g,4
2024,ธันวาคม,22,Thailand,Condiment,3 Golden tiki glow,1
2024,ธันวาคม,22,Thailand,Condiment,4g,1
2024,ธันวาคม,22,Thailand,Condiment,At cafe,1
2024,ธันวาคม,22,Thailand,Condiment,Bake crispy,3
2024,ธันวาคม,22,Thailand,Condiment,Banana and staw shake,1
2024,ธันวาคม,22,Thailand,Condiment,Captain Morgan,1
2024,ธันวาคม,22,Thailand,Condiment,Ch fried egg mediam,1
2024,ธันวาคม,22,Thailand,Condiment,Cold fresh milk,1
2024,ธันวาคม,22,Thailand,Condiment,Do Not Make Order,10
2024,ธันวาคม,22,Thailand,Condiment,Hot,2
2024,ธันวาคม,22,Thailand,Condiment,Ice,1
2024,ธันวาคม,22,Thailand,Condiment,Less ice,1
2024,ธันวาคม,22,Thailand,Condiment,Mango,2
2024,ธันวาคม,22,Thailand,Condiment,Medium Rare,1
2024,ธันวาคม,22,Thailand,Condiment,Neat,2
2024,ธันวาคม,22,Thailand,Condiment,No bacon,1
2024,ธันวาคม,22,Thailand,Condiment,"No chicken, no egg *Vegetarian",1
2024,ธันวาคม,22,Thailand,Condiment,No ice,1
2024,ธันวาคม,22,Thailand,Condiment,No pickle No chesse,1
2024,ธันวาคม,22,Thailand,Condiment,No sugar,3
2024,ธันวาคม,22,Thailand,Condiment,On The Rock,4
2024,ธันวาคม,22,Thailand,Condiment,Pamesan chesse on top,1
2024,ธันวาคม,22,Thailand,Condiment,Serve 414,1
2024,ธันวาคม,22,Thailand,Condiment,Short,3
2024,ธันวาคม,22,Thailand,Condiment,Shot,3
2024,ธันวาคม,22,Thailand,Condiment,Special 5 shot,2
2024,ธันวาคม,22,Thailand,Condiment,Strain,2
2024,ธันวาคม,22,Thailand,Condiment,T.103,1
2024,ธันวาคม,22,Thailand,Condiment,Take away,5
2024,ธันวาคม,22,Thailand,Condiment,Take away ไข่เจียวกุ้งสับ,3
2024,ธันวาคม,22,Thailand,Condiment,Very Spicy,1
2024,ธันวาคม,22,Thailand,Food,Aburi Salmon Roll,1
2024,ธันวาคม,22,Thailand,Food,Add Chicken,5
2024,ธันวาคม,22,Thailand,Food,Add Fries,4
2024,ธันวาคม,22,Thailand,Food,Al Quattro Formaggi,2
2024,ธันวาคม,22,Thailand,Food,AUS Wagyu BG,5
2024,ธันวาคม,22,Thailand,Food,Baked Oyster,2
2024,ธันวาคม,22,Thailand,Food,Beef Bresaola,1
2024,ธันวาคม,22,Thailand,Food,Blueberry Cheesecake,1
2024,ธันวาคม,22,Thailand,Food,Bolognaise,4
2024,ธันวาคม,22,Thailand,Food,Caesar Salad,6
2024,ธันวาคม,22,Thailand,Food,Calamari Fritter,3
2024,ธันวาคม,22,Thailand,Food,California Roll,2
2024,ธันวาคม,22,Thailand,Food,Caramel IC,2
2024,ธันวาคม,22,Thailand,Food,Carbonara,9
2024,ธันวาคม,22,Thailand,Food,Chicken Burger,1
2024,ธันวาคม,22,Thailand,Food,Chicken Satay,5
2024,ธันวาคม,22,Thailand,Food,Chicken Wing,2
2024,ธันวาคม,22,Thailand,Food,Chocolate IC,4
2024,ธันวาคม,22,Thailand,Food,Fast fare,1
2024,ธันวาคม,22,Thailand,Food,Flat Bread,1
2024,ธันวาคม,22,Thailand,Food,Fries,13
2024,ธันวาคม,22,Thailand,Food,Green Dragon Roll(VG),1
2024,ธันวาคม,22,Thailand,Food,Grill Salmon,2
2024,ธันวาคม,22,Thailand,Food,Hamachi Sushi,1
2024,ธันวาคม,22,Thailand,Food,Healthy Sandwiches,2
2024,ธันวาคม,22,Thailand,Food,Hummus,3
2024,ธันวาคม,22,Thailand,Food,Kaopad Gai,2
2024,ธันวาคม,22,Thailand,Food,Kaopad Nuea,2
2024,ธันวาคม,22,Thailand,Food,Maguro Sashimi,3
2024,ธันวาคม,22,Thailand,Food,Margherita PZ,7
2024,ธันวาคม,22,Thailand,Food,Mixed Bruschetta Platter,3
2024,ธันวาคม,22,Thailand,Food,Mixed Grilled Seafood Platter,4
2024,ธันวาคม,22,Thailand,Food,Mixed Olives,2
2024,ธันวาคม,22,Thailand,Food,Nordic Caesar,1
2024,ธันวาคม,22,Thailand,Food,Philadelphia Roll,3
2024,ธันวาคม,22,Thailand,Food,Pomodoro,2
2024,ธันวาคม,22,Thailand,Food,Pork ribs,1
2024,ธันวาคม,22,Thailand,Food,Rock Lobster,5
2024,ธันวาคม,22,Thailand,Food,Salmon Ceviche,1
2024,ธันวาคม,22,Thailand,Food,Salmon Sashimi (Sake),2
2024,ธันวาคม,22,Thailand,Food,Seafood PZ,2
2024,ธันวาคม,22,Thailand,Food,Seafoods Pasta,1
2024,ธันวาคม,22,Thailand,Food,SpaghettiBlckTruffle,1
2024,ธันวาคม,22,Thailand,Food,Spiced Seafood Salad,1
2024,ธันวาคม,22,Thailand,Food,Spicy Tuna Roll,1
2024,ธันวาคม,22,Thailand,Food,Spring Roll,4
2024,ธันวาคม,22,Thailand,Food,Strawberry IC,2
2024,ธันวาคม,22,Thailand,Food,Sweet Potato Fries,4
2024,ธันวาคม,22,Thailand,Food,Tenderloin Beef,1
2024,ธันวาคม,22,Thailand,Food,Thai Board,4
2024,ธันวาคม,22,Thailand,Food,Thai Style Omelet,3
2024,ธันวาคม,22,Thailand,Food,Truffle Fries,5
2024,ธันวาคม,22,Thailand,Food,Truffle Mac N Cheese,5
2024,ธันวาคม,22,Thailand,Food,Ultimate Sashimi (20 Pieces),2
2024,ธันวาคม,22,Thailand,Food,Under the sea,3
2024,ธันวาคม,22,Thailand,Food,Vanilla IC,2
2024,ธันวาคม,22,Thailand,Non Alc Bev,Apple J,2
2024,ธันวาคม,22,Thailand,Non Alc Bev,Cappuccino,13
2024,ธันวาคม,22,Thailand,Non Alc Bev,Classic nitro brew,1
2024,ธันวาคม,22,Thailand,Non Alc Bev,Coke,9
2024,ธันวาคม,22,Thailand,Non Alc Bev,Coke Zero,10
2024,ธันวาคม,22,Thailand,Non Alc Bev,English Tea,1
2024,ธันวาคม,22,Thailand,Non Alc Bev,Flat White,1
2024,ธันวาคม,22,Thailand,Non Alc Bev,Ginger Ale,3
2024,ธันวาคม,22,Thailand,Non Alc Bev,Hot Americano,1
2024,ธันวาคม,22,Thailand,Non Alc Bev,Ice Cappucino,1
2024,ธันวาคม,22,Thailand,Non Alc Bev,Mango Shake,1
2024,ธันวาคม,22,Thailand,Non Alc Bev,Mango smoothie,1
2024,ธันวาคม,22,Thailand,Non Alc Bev,Orange  J,4
2024,ธันวาคม,22,Thailand,Non Alc Bev,Pineapple J,4
2024,ธันวาคม,22,Thailand,Non Alc Bev,Red Bull,5
2024,ธันวาคม,22,Thailand,Non Alc Bev,San Pelli Lg.,2
2024,ธันวาคม,22,Thailand,Non Alc Bev,San Pelli Sm.,1
2024,ธันวาคม,22,Thailand,Non Alc Bev,Singha Water,44
2024,ธันวาคม,22,Thailand,Non Alc Bev,Soda,6
2024,ธันวาคม,22,Thailand,Non Alc Bev,Sprite,3
2024,ธันวาคม,22,Thailand,Non Alc Bev,Tonic,2
2024,ธันวาคม,22,Thailand,Non Alc Bev,Virgin Margarita,1
2024,ธันวาคม,22,Thailand,Non Alc Bev,Virgin Pina,8
2024,ธันวาคม,22,Thailand,Non Alc Bev,Watermelon J,4
2024,ธันวาคม,22,Thailand,Spirit,Aloha sunset tiki,2
2024,ธันวาคม,22,Thailand,Spirit,Amaretto Sour,2
2024,ธันวาคม,22,Thailand,Spirit,Aperol Spritz,15
2024,ธันวาคม,22,Thailand,Spirit,Bellini,2
2024,ธันวาคม,22,Thailand,Spirit,Beluga Gls,3
2024,ธันวาคม,22,Thailand,Spirit,Belvedere Gls,3
2024,ธันวาคม,22,Thailand,Spirit,Belvedere Mule,1
2024,ธันวาคม,22,Thailand,Spirit,Blue Hawaii,1
2024,ธันวาคม,22,Thailand,Spirit,Bulldog Gls,1
2024,ธันวาคม,22,Thailand,Spirit,Chivas Regal Gls,2
2024,ธันวาคม,22,Thailand,Spirit,Classic Mimosa,4
2024,ธันวาคม,22,Thailand,Spirit,Espresso Martini,2
2024,ธันวาคม,22,Thailand,Spirit,Golden Tiki Glow,3
2024,ธันวาคม,22,Thailand,Spirit,Grey Goose Ori. Gls,5
2024,ธันวาคม,22,Thailand,Spirit,JW Gold Label Gls,6
2024,ธันวาคม,22,Thailand,Spirit,Long Island Ice Tea,7
2024,ธันวาคม,22,Thailand,Spirit,Maitai,5
2024,ธันวาคม,22,Thailand,Spirit,Mango Daiquiri,5
2024,ธันวาคม,22,Thailand,Spirit,Margarita,14
2024,ธันวาคม,22,Thailand,Spirit,Mojito,24
2024,ธันวาคม,22,Thailand,Spirit,Moscow Mule,1
2024,ธันวาคม,22,Thailand,Spirit,Motherfucker,1
2024,ธันวาคม,22,Thailand,Spirit,Negroni,5
2024,ธันวาคม,22,Thailand,Spirit,Old Fashioned,2
2024,ธันวาคม,22,Thailand,Spirit,Patron Silver Gls,7
2024,ธันวาคม,22,Thailand,Spirit,Pina Colada,45
2024,ธันวาคม,22,Thailand,Spirit,Red Sangria,1
2024,ธันวาคม,22,Thailand,Spirit,Rose Sangria Jug,1
2024,ธันวาคม,22,Thailand,Spirit,Sex On The Beach,5
2024,ธันวาคม,22,Thailand,Spirit,Strawberry Daiquiri,2
2024,ธันวาคม,22,Thailand,Spirit,Tanqueray Gls,1
2024,ธันวาคม,22,Thailand,Spirit,Tiki bliss,1
2024,ธันวาคม,22,Thailand,Spirit,Tiki Torch,1
2024,ธันวาคม,22,Thailand,Spirit,Whisky Sour,1
2024,ธันวาคม,22,Thailand,Spirit,White Sangria,1
2024,ธันวาคม,22,Thailand,Tips,TIP,2
2024,ธันวาคม,22,Thailand,Tobacco,Rocky Patel 1999,3
2024,ธันวาคม,22,Thailand,Tobacco,Rocky Patel Edge Robusto,1
2024,ธันวาคม,22,Thailand,Tobacco,Rocky Patel Sungrown Maduro,1
2024,ธันวาคม,22,Thailand,Wine,Corte Vingna Pino Gls,2
2024,ธันวาคม,22,Thailand,Wine,Marcello Del Majno Btl,1
2024,ธันวาคม,22,Thailand,Wine,Marcello Del Majno Gls,6
2024,ธันวาคม,23,Great Britain,Food,French Fries,1
2024,ธันวาคม,23,Russia,Beer,Singha Beer can,1
2024,ธันวาคม,23,Russia,Non Alc Bev,Coconut J,1
2024,ธันวาคม,23,Russia,Non Alc Bev,LE Virgin Pina Colada,1
2024,ธันวาคม,23,Russia,Spirit,LE Mojito,1
2024,ธันวาคม,23,Thailand,Beer,Chang Beer BT.,30
2024,ธันวาคม,23,Thailand,Beer,Heineken 0.0%,2
2024,ธันวาคม,23,Thailand,Beer,Heineken Beer BT.,3
2024,ธันวาคม,23,Thailand,Beer,San Miguel Light,2
2024,ธันวาคม,23,Thailand,Beer,Say Play Jug,3
2024,ธันวาคม,23,Thailand,Beer,Singha Beer BT.,19
2024,ธันวาคม,23,Thailand,Condiment,1 piece of ice,5
2024,ธันวาคม,23,Thailand,Condiment,2 glass,1
2024,ธันวาคม,23,Thailand,Condiment,2g,4
2024,ธันวาคม,23,Thailand,Condiment,2g ice,1
2024,ธันวาคม,23,Thailand,Condiment,2g.,2
2024,ธันวาคม,23,Thailand,Condiment,405,3
2024,ธันวาคม,23,Thailand,Condiment,Cut,1
2024,ธันวาคม,23,Thailand,Condiment,Do Not Make Order,6
2024,ธันวาคม,23,Thailand,Condiment,Extra Sour,1
2024,ธันวาคม,23,Thailand,Condiment,Ice,2
2024,ธันวาคม,23,Thailand,Condiment,Long glass,1
2024,ธันวาคม,23,Thailand,Condiment,Medium,1
2024,ธันวาคม,23,Thailand,Condiment,Medium Rare,5
2024,ธันวาคม,23,Thailand,Condiment,Mushroom sauce,1
2024,ธันวาคม,23,Thailand,Condiment,No bacon,3
2024,ธันวาคม,23,Thailand,Condiment,No ice,2
2024,ธันวาคม,23,Thailand,Condiment,No pork no meat,1
2024,ธันวาคม,23,Thailand,Condiment,No sugar,1
2024,ธันวาคม,23,Thailand,Condiment,No tomato,2
2024,ธันวาคม,23,Thailand,Condiment,Non l,1
2024,ธันวาคม,23,Thailand,Condiment,On The Rock,23
2024,ธันวาคม,23,Thailand,Condiment,Only tomato and mushroom,1
2024,ธันวาคม,23,Thailand,Condiment,Only tomato basil,1
2024,ธันวาคม,23,Thailand,Condiment,Serve 103,2
2024,ธันวาคม,23,Thailand,Condiment,Serve 402,2
2024,ธันวาคม,23,Thailand,Condiment,Take away,9
2024,ธันวาคม,23,Thailand,Condiment,Water,1
2024,ธันวาคม,23,Thailand,Condiment,With milk,2
2024,ธันวาคม,23,Thailand,Condiment,ข้าวผัดรวม,9
2024,ธันวาคม,23,Thailand,Food,Aburi Salmon Roll,1
2024,ธันวาคม,23,Thailand,Food,Add Chicken,1
2024,ธันวาคม,23,Thailand,Food,Add Fries,4
2024,ธันวาคม,23,Thailand,Food,Aglo Olio Pancetta,1
2024,ธันวาคม,23,Thailand,Food,Andaman Lobster,2
2024,ธันวาคม,23,Thailand,Food,AUS Wagyu BG,3
2024,ธันวาคม,23,Thailand,Food,Baked Oyster,2
2024,ธันวาคม,23,Thailand,Food,Beef Bresaola,1
2024,ธันวาคม,23,Thailand,Food,Bircher Muesli,1
2024,ธันวาคม,23,Thailand,Food,Bolognaise,1
2024,ธันวาคม,23,Thailand,Food,Caesar Salad,2
2024,ธันวาคม,23,Thailand,Food,Calamari Fritter,5
2024,ธันวาคม,23,Thailand,Food,California Roll,2
2024,ธันวาคม,23,Thailand,Food,Carbonara,1
2024,ธันวาคม,23,Thailand,Food,Chicken Burger,8
2024,ธันวาคม,23,Thailand,Food,Chicken Satay,3
2024,ธันวาคม,23,Thailand,Food,Chicken Wing,6
2024,ธันวาคม,23,Thailand,Food,Chocolate Mousse,1
2024,ธันวาคม,23,Thailand,Food,Cinnamon Brioche,1
2024,ธันวาคม,23,Thailand,Food,Crispy filo king prawns,1
2024,ธันวาคม,23,Thailand,Food,Dragon Roll,1
2024,ธันวาคม,23,Thailand,Food,Fast fare,2
2024,ธันวาคม,23,Thailand,Food,Fresh Oyster 6 pc,5
2024,ธันวาคม,23,Thailand,Food,Fries,7
2024,ธันวาคม,23,Thailand,Food,Green Dragon Roll(VG),3
2024,ธันวาคม,23,Thailand,Food,Grill Salmon,3
2024,ธันวาคม,23,Thailand,Food,Healthy Sandwiches,2
2024,ธันวาคม,23,Thailand,Food,Homemade Fruit Salad,1
2024,ธันวาคม,23,Thailand,Food,Hummus,2
2024,ธันวาคม,23,Thailand,Food,Kaopad Gai,4
2024,ธันวาคม,23,Thailand,Food,Khao Pad Talay,9
2024,ธันวาคม,23,Thailand,Food,khaopad gai,1
2024,ธันวาคม,23,Thailand,Food,Lamb Kofta,7
2024,ธันวาคม,23,Thailand,Food,Mango Granola,1
2024,ธันวาคม,23,Thailand,Food,Margherita PZ,8
2024,ธันวาคม,23,Thailand,Food,Mari Monti Platter,1
2024,ธันวาคม,23,Thailand,Food,Matsu Sushi (7 piecse),1
2024,ธันวาคม,23,Thailand,Food,Mixed Bruschetta Platter,3
2024,ธันวาคม,23,Thailand,Food,Mixed Fruit,2
2024,ธันวาคม,23,Thailand,Food,Mixed Olives,7
2024,ธันวาคม,23,Thailand,Food,Philadelphia Roll,1
2024,ธันวาคม,23,Thailand,Food,Pizza Black truffle,2
2024,ธันวาคม,23,Thailand,Food,Pomodoro,3
2024,ธันวาคม,23,Thailand,Food,Pure Poached,1
2024,ธันวาคม,23,Thailand,Food,Rib Eyes (300 g),3
2024,ธันวาคม,23,Thailand,Food,Salmon Ceviche,1
2024,ธันวาคม,23,Thailand,Food,Salmon Sashimi (Sake),2
2024,ธันวาคม,23,Thailand,Food,Seafood PZ,4
2024,ธันวาคม,23,Thailand,Food,Seafoods Pasta,2
2024,ธันวาคม,23,Thailand,Food,Serrano and Arugula PZ,1
2024,ธันวาคม,23,Thailand,Food,Spiced Seafood Salad,1
2024,ธันวาคม,23,Thailand,Food,Spring Roll,3
2024,ธันวาคม,23,Thailand,Food,Strawberry IC,2
2024,ธันวาคม,23,Thailand,Food,Sweet Potato Fries,1
2024,ธันวาคม,23,Thailand,Food,Take Sashimi,1
2024,ธันวาคม,23,Thailand,Food,Tako Sashimi,1
2024,ธันวาคม,23,Thailand,Food,Tenderloin Beef,3
2024,ธันวาคม,23,Thailand,Food,Thai Board,6
2024,ธันวาคม,23,Thailand,Food,The Italian farmer's Table,2
2024,ธันวาคม,23,Thailand,Food,Tiger Prawn,2
2024,ธันวาคม,23,Thailand,Food,Truffle Fries,4
2024,ธันวาคม,23,Thailand,Food,Truffle Mac N Cheese,5
2024,ธันวาคม,23,Thailand,Food,Under the sea,2
2024,ธันวาคม,23,Thailand,Food,Vanilla IC,1
2024,ธันวาคม,23,Thailand,Misc,Sunbed,1
2024,ธันวาคม,23,Thailand,Misc,Towel,1
2024,ธันวาคม,23,Thailand,Non Alc Bev,Apple J,4
2024,ธันวาคม,23,Thailand,Non Alc Bev,Cappuccino,3
2024,ธันวาคม,23,Thailand,Non Alc Bev,Cinderella,1
2024,ธันวาคม,23,Thailand,Non Alc Bev,Coconut J,2
2024,ธันวาคม,23,Thailand,Non Alc Bev,Coke,17
2024,ธันวาคม,23,Thailand,Non Alc Bev,Coke Zero,10
2024,ธันวาคม,23,Thailand,Non Alc Bev,Espresso,1
2024,ธันวาคม,23,Thailand,Non Alc Bev,Fanta Orange,4
2024,ธันวาคม,23,Thailand,Non Alc Bev,Ginger Ale,6
2024,ธันวาคม,23,Thailand,Non Alc Bev,Hot Americano,6
2024,ธันวาคม,23,Thailand,Non Alc Bev,Ice Cappucino,1
2024,ธันวาคม,23,Thailand,Non Alc Bev,Lime  J,1
2024,ธันวาคม,23,Thailand,Non Alc Bev,Mango Shake,3
2024,ธันวาคม,23,Thailand,Non Alc Bev,Orange  J,8
2024,ธันวาคม,23,Thailand,Non Alc Bev,Pineapple J,4
2024,ธันวาคม,23,Thailand,Non Alc Bev,Red Bull,10
2024,ธันวาคม,23,Thailand,Non Alc Bev,San Pelli Lg.,6
2024,ธันวาคม,23,Thailand,Non Alc Bev,Singha Water,63
2024,ธันวาคม,23,Thailand,Non Alc Bev,Soda,12
2024,ธันวาคม,23,Thailand,Non Alc Bev,Sprite,6
2024,ธันวาคม,23,Thailand,Non Alc Bev,Tonic,16
2024,ธันวาคม,23,Thailand,Non Alc Bev,Virgin Blue Hawii,1
2024,ธันวาคม,23,Thailand,Non Alc Bev,Virgin Mojito,2
2024,ธันวาคม,23,Thailand,Non Alc Bev,Virgin Pina,2
2024,ธันวาคม,23,Thailand,Non Alc Bev,Watermelon J,3
2024,ธันวาคม,23,Thailand,Spirit,Absolut Gls,1
2024,ธันวาคม,23,Thailand,Spirit,Aloha sunset tiki,5
2024,ธันวาคม,23,Thailand,Spirit,Aperol Spritz,8
2024,ธันวาคม,23,Thailand,Spirit,Belvedere Gls,11
2024,ธันวาคม,23,Thailand,Spirit,Belvedere Mule,1
2024,ธันวาคม,23,Thailand,Spirit,Blue Hawaii,3
2024,ธันวาคม,23,Thailand,Spirit,Bombay Sapphire Gls,6
2024,ธันวาคม,23,Thailand,Spirit,Chivas Regal Gls,2
2024,ธันวาคม,23,Thailand,Spirit,Classic Mimosa,5
2024,ธันวาคม,23,Thailand,Spirit,Daiquiri,2
2024,ธันวาคม,23,Thailand,Spirit,Glenfiddich 12 Gls,1
2024,ธันวาคม,23,Thailand,Spirit,Golden Tiki Glow,2
2024,ธันวาคม,23,Thailand,Spirit,Havana Club Gold Gls,2
2024,ธันวาคม,23,Thailand,Spirit,Hendrick's Bottle,1
2024,ธันวาคม,23,Thailand,Spirit,Hendrick's Gls,2
2024,ธันวาคม,23,Thailand,Spirit,JW Black Label Gls,5
2024,ธันวาคม,23,Thailand,Spirit,Long Island Ice Tea,4
2024,ธันวาคม,23,Thailand,Spirit,Maitai,1
2024,ธันวาคม,23,Thailand,Spirit,Margarita,5
2024,ธันวาคม,23,Thailand,Spirit,Mojito,18
2024,ธันวาคม,23,Thailand,Spirit,Monkey Shoulder G,10
2024,ธันวาคม,23,Thailand,Spirit,Moscow Mule,1
2024,ธันวาคม,23,Thailand,Spirit,Patron Silver Gls,8
2024,ธันวาคม,23,Thailand,Spirit,Pina Colada,5
2024,ธันวาคม,23,Thailand,Spirit,Red Sangria,2
2024,ธันวาคม,23,Thailand,Spirit,Sex On The Beach,2
2024,ธันวาคม,23,Thailand,Spirit,Strawberry Daiquiri,8
2024,ธันวาคม,23,Thailand,Spirit,Strawberry shake,2
2024,ธันวาคม,23,Thailand,Spirit,Tanqueray Gls,2
2024,ธันวาคม,23,Thailand,Spirit,Tiki Torch,1
2024,ธันวาคม,23,Thailand,Spirit,Towel,2
2024,ธันวาคม,23,Thailand,Spirit,Vodka sour,12
2024,ธันวาคม,23,Thailand,Spirit,White Sangria,2
2024,ธันวาคม,23,Thailand,Tips,TIP,4
2024,ธันวาคม,23,Thailand,Tobacco,Rocky Patel 1999,1
2024,ธันวาคม,23,Thailand,Wine,Chateau Roubine Btl,1
2024,ธันวาคม,23,Thailand,Wine,Clear Water Btl,1
